id,merchant_id,purchase_count,lifetime_value,days_since_last_purchase,average_order_value,cart_status,segment,customer_id,name,email
6edd17d0a29e2d4057e694afee5eaa3b,olist_merchant_001,1,350.19,82,350.19,purchased,,6edd17d0a29e2d4057e694afee5eaa3b,,
bf6e263ffc1f89999827615522b0aa45,olist_merchant_001,1,52.26,118,52.26,purchased,,bf6e263ffc1f89999827615522b0aa45,,
6d3f61e35d0422fd8cae65b1798784be,olist_merchant_001,1,28.41,305,28.41,purchased,,6d3f61e35d0422fd8cae65b1798784be,,
a9a77b4e25980b7ca58cb71f878abb27,olist_merchant_001,1,59.78,155,59.78,purchased,,a9a77b4e25980b7ca58cb71f878abb27,,
eca666aec08df69fe31aa9a11d4a3302,olist_merchant_001,1,40.27,72,40.27,purchased,,eca666aec08df69fe31aa9a11d4a3302,,
7a380cb5434e6b6b5b37d45bb99dbe8a,olist_merchant_001,2,476.18,78,238.09,purchased,,7a380cb5434e6b6b5b37d45bb99dbe8a,,
463093247faa080167d77f2e6d1b297d,olist_merchant_001,1,328.17,160,328.17,purchased,,463093247faa080167d77f2e6d1b297d,,
914b142462685e3161cf3a9f4152a028,olist_merchant_001,1,213.47,20,213.47,purchased,,914b142462685e3161cf3a9f4152a028,,
e235442a956c524e6c141141171f5801,olist_merchant_001,1,137.23,90,137.23,purchased,,e235442a956c524e6c141141171f5801,,
4a4de987b37555970ffcc9608d858a72,olist_merchant_001,1,253.05,327,253.05,purchased,,4a4de987b37555970ffcc9608d858a72,,
44e9a1246448bd68a2e3bf0f1966c57a,olist_merchant_001,1,61.38,135,61.38,purchased,,44e9a1246448bd68a2e3bf0f1966c57a,,
b4d6e1b900d99b52e901860bc1f44e35,olist_merchant_001,1,148.2,65,148.2,purchased,,b4d6e1b900d99b52e901860bc1f44e35,,
809353196a0456095716566dd226bb48,olist_merchant_001,1,158.94,121,158.94,purchased,,809353196a0456095716566dd226bb48,,
9e1f719fe5b17b9c51905fee6d6385c1,olist_merchant_001,1,267.76,149,267.76,purchased,,9e1f719fe5b17b9c51905fee6d6385c1,,
94b731a41867b47c3856e324840c4c99,olist_merchant_001,1,22.33,366,22.33,purchased,,94b731a41867b47c3856e324840c4c99,,
694cb45ff29b603ac2acd51016770097,olist_merchant_001,1,61.01,267,61.01,purchased,,694cb45ff29b603ac2acd51016770097,,
9dbb05f5577e862337b93feb8f358839,olist_merchant_001,1,76.15,7,76.15,purchased,,9dbb05f5577e862337b93feb8f358839,,
2b6082a140c439e2df870c85b0aa5e88,olist_merchant_001,0,0.0,999,0.0,,,2b6082a140c439e2df870c85b0aa5e88,,
eab761ccdba80c5b9a7f01b16543da0f,olist_merchant_001,1,216.62,245,216.62,purchased,,eab761ccdba80c5b9a7f01b16543da0f,,
4071d48a2d0d0bf179c06fc42b962e1f,olist_merchant_001,1,75.67,257,75.67,purchased,,4071d48a2d0d0bf179c06fc42b962e1f,,
90d479448b39ad9586d05da64cfb695b,olist_merchant_001,1,163.46,519,163.46,purchased,,90d479448b39ad9586d05da64cfb695b,,
7b24d0e6584ac5a21ec1256d96965500,olist_merchant_001,1,109.29,386,109.29,purchased,,7b24d0e6584ac5a21ec1256d96965500,,
7981196c7252350915beb9a7367d40b2,olist_merchant_001,1,346.21,154,346.21,purchased,,7981196c7252350915beb9a7367d40b2,,
9d0ac1cdbfc919d676e2c2377abb32c1,olist_merchant_001,1,69.97,119,69.97,purchased,,9d0ac1cdbfc919d676e2c2377abb32c1,,
b1a049b952fdc19b69b2865c29986b9c,olist_merchant_001,1,50.76,59,50.76,purchased,,b1a049b952fdc19b69b2865c29986b9c,,
1f6d48610f32c723924f9af3e88f1c64,olist_merchant_001,1,51.63,342,51.63,purchased,,1f6d48610f32c723924f9af3e88f1c64,,
fa7e6f153b7724fda5c1d7cc7b9ae4ec,olist_merchant_001,1,256.33,408,256.33,purchased,,fa7e6f153b7724fda5c1d7cc7b9ae4ec,,
8728c766c84eeda24b3e54fe6e632051,olist_merchant_001,1,144.26,456,144.26,purchased,,8728c766c84eeda24b3e54fe6e632051,,
4bc7250d4b42b3374eb6f41b12429592,olist_merchant_001,1,251.28,568,251.28,purchased,,4bc7250d4b42b3374eb6f41b12429592,,
29f61e71b90b55a988f45a66bb91bfb7,olist_merchant_001,1,36.78,349,36.78,purchased,,29f61e71b90b55a988f45a66bb91bfb7,,
13ac6da47fef1b17b16f511e03b57918,olist_merchant_001,1,57.17,251,57.17,purchased,,13ac6da47fef1b17b16f511e03b57918,,
9553802042571deac62d5789ed18a241,olist_merchant_001,1,67.22,183,67.22,purchased,,9553802042571deac62d5789ed18a241,,
37e1a83b513512531032b4a9c43bab5d,olist_merchant_001,1,142.78,87,142.78,purchased,,37e1a83b513512531032b4a9c43bab5d,,
60f874c577dc096ecd52bd0bf6bd5942,olist_merchant_001,2,138.49,134,69.25,purchased,,60f874c577dc096ecd52bd0bf6bd5942,,
eabd76f3506262b0db0dda1d48394a9b,olist_merchant_001,1,164.26,382,164.26,purchased,,eabd76f3506262b0db0dda1d48394a9b,,
93bf5d4e752358fa9ea738ebf793cb79,olist_merchant_001,1,24.09,464,24.09,purchased,,93bf5d4e752358fa9ea738ebf793cb79,,
24a5c2b24a4467c37e2f54c1b311de93,olist_merchant_001,1,200.36,566,200.36,purchased,,24a5c2b24a4467c37e2f54c1b311de93,,
54fccbde5e005f2dbc6ad8d5473c9ac7,olist_merchant_001,1,21.38,90,21.38,purchased,,54fccbde5e005f2dbc6ad8d5473c9ac7,,
1bdff446efb5846d0969eaf8978d4342,olist_merchant_001,1,196.66,392,196.66,purchased,,1bdff446efb5846d0969eaf8978d4342,,
52e57dd9218d99ea21b26f00c9151761,olist_merchant_001,1,54.22,112,54.22,purchased,,52e57dd9218d99ea21b26f00c9151761,,
d04c37e1699d05ba4f5fe7cf2bffc97a,olist_merchant_001,1,48.27,78,48.27,purchased,,d04c37e1699d05ba4f5fe7cf2bffc97a,,
82e96a74eeb99b61395a1403630fe437,olist_merchant_001,1,72.34,91,72.34,purchased,,82e96a74eeb99b61395a1403630fe437,,
7b3b8cf6cef1b5fb3f47348a33cd6d42,olist_merchant_001,1,103.14,89,103.14,purchased,,7b3b8cf6cef1b5fb3f47348a33cd6d42,,
f32cdbbeca0aba5358bddc018dd12b09,olist_merchant_001,1,165.83,134,165.83,purchased,,f32cdbbeca0aba5358bddc018dd12b09,,
2e61eefc516ee26837d29fd3d76530fa,olist_merchant_001,1,122.02,93,122.02,purchased,,2e61eefc516ee26837d29fd3d76530fa,,
ca19a17e381182923b66007a351574b7,olist_merchant_001,1,47.74,470,47.74,purchased,,ca19a17e381182923b66007a351574b7,,
96b1c916f245f2462efcde3fce04bc3e,olist_merchant_001,1,185.61,562,185.61,purchased,,96b1c916f245f2462efcde3fce04bc3e,,
5ece49e012285b9003d084a4ea8a9c94,olist_merchant_001,1,261.76,480,261.76,purchased,,5ece49e012285b9003d084a4ea8a9c94,,
5d348bbc0f1a5cc45c3e4b93b8c9f802,olist_merchant_001,1,62.07,431,62.07,purchased,,5d348bbc0f1a5cc45c3e4b93b8c9f802,,
b6c083700ca8c135ba9f0f132930d4e8,olist_merchant_001,2,156.95,275,78.47,purchased,,b6c083700ca8c135ba9f0f132930d4e8,,
1a7a10e9273fca58179bdd0d40843b0c,olist_merchant_001,0,0.0,999,0.0,,,1a7a10e9273fca58179bdd0d40843b0c,,
f34cd7fd85a1f8baff886edf09567be3,olist_merchant_001,4,1236.76,339,309.19,purchased,,f34cd7fd85a1f8baff886edf09567be3,,
67626c49069bdf05ff127d59a6649948,olist_merchant_001,2,86.18,263,43.09,purchased,,67626c49069bdf05ff127d59a6649948,,
56636fd22de1a315b8a50d45cf94d859,olist_merchant_001,1,33.59,366,33.59,purchased,,56636fd22de1a315b8a50d45cf94d859,,
34c6f984b590bbfe3d4d6c76007c0b1c,olist_merchant_001,1,175.88,274,175.88,purchased,,34c6f984b590bbfe3d4d6c76007c0b1c,,
9bbfdf9f7f65b58481e1ed110a2eed46,olist_merchant_001,1,122.5,201,122.5,purchased,,9bbfdf9f7f65b58481e1ed110a2eed46,,
0567f279c243671842613f581ed3462c,olist_merchant_001,1,99.43,336,99.43,purchased,,0567f279c243671842613f581ed3462c,,
30a7c7292c38ac22477fcb75306ac4ef,olist_merchant_001,1,100.26,140,100.26,purchased,,30a7c7292c38ac22477fcb75306ac4ef,,
ba66b6edd0756a62cb11be4d4655ed32,olist_merchant_001,1,248.4,138,248.4,purchased,,ba66b6edd0756a62cb11be4d4655ed32,,
91e6fd64694fa9a828270d442ba88e03,olist_merchant_001,1,57.68,393,57.68,purchased,,91e6fd64694fa9a828270d442ba88e03,,
87edab6661956d4d2f05e205251cf1a4,olist_merchant_001,1,94.77,19,94.77,purchased,,87edab6661956d4d2f05e205251cf1a4,,
1d4626b197f66aa6129c135ab09f1a7b,olist_merchant_001,1,679.43,562,679.43,purchased,,1d4626b197f66aa6129c135ab09f1a7b,,
bb50112c998293f45f49f49704165768,olist_merchant_001,1,34.0,463,34.0,purchased,,bb50112c998293f45f49f49704165768,,
113bdaf5255ce5a458057ebf9975befb,olist_merchant_001,1,35.4,238,35.4,purchased,,113bdaf5255ce5a458057ebf9975befb,,
7aeb8dc11cd50c32f37fea0435c4e9b1,olist_merchant_001,1,35.65,5,35.65,purchased,,7aeb8dc11cd50c32f37fea0435c4e9b1,,
b778de6d690edae39654f4444e081771,olist_merchant_001,1,273.58,190,273.58,purchased,,b778de6d690edae39654f4444e081771,,
ef6b4c0581dbf34e6eb5e33e0094c445,olist_merchant_001,1,60.39,112,60.39,purchased,,ef6b4c0581dbf34e6eb5e33e0094c445,,
8dfb24fac32ec7170821d2be63fa9c1c,olist_merchant_001,1,17.85,362,17.85,purchased,,8dfb24fac32ec7170821d2be63fa9c1c,,
be1e99a0c57d7c3c699cfc4db26c8edf,olist_merchant_001,1,40.27,29,40.27,purchased,,be1e99a0c57d7c3c699cfc4db26c8edf,,
337691bc9242e1d53d521ed78a12ab8d,olist_merchant_001,1,123.26,26,123.26,purchased,,337691bc9242e1d53d521ed78a12ab8d,,
05aa2ef3623cdba9ca3e83b91f1eee5c,olist_merchant_001,1,103.55,417,103.55,purchased,,05aa2ef3623cdba9ca3e83b91f1eee5c,,
466c3a741a952640c1984a48ebbffbf9,olist_merchant_001,1,756.49,277,756.49,purchased,,466c3a741a952640c1984a48ebbffbf9,,
09f54e88196d12eba479017f13f0e237,olist_merchant_001,1,201.37,166,201.37,purchased,,09f54e88196d12eba479017f13f0e237,,
b49d79cdef655bb4cdf8223390c20524,olist_merchant_001,1,68.15,59,68.15,purchased,,b49d79cdef655bb4cdf8223390c20524,,
ad28944afc91824e30366a595654aaa4,olist_merchant_001,1,124.76,106,124.76,purchased,,ad28944afc91824e30366a595654aaa4,,
0b48151c4ac827afeee06ce2d77cc343,olist_merchant_001,1,102.64,228,102.64,purchased,,0b48151c4ac827afeee06ce2d77cc343,,
755bdc2822a8f01cfcec19ae4dcaae66,olist_merchant_001,1,130.22,536,130.22,purchased,,755bdc2822a8f01cfcec19ae4dcaae66,,
a4813c3f53f0652da225d8410cc615a0,olist_merchant_001,1,55.53,211,55.53,purchased,,a4813c3f53f0652da225d8410cc615a0,,
2eac18b475d7d985f0ab52b9c010f59f,olist_merchant_001,1,45.93,293,45.93,purchased,,2eac18b475d7d985f0ab52b9c010f59f,,
de53649541ad2006de823720ad65ca77,olist_merchant_001,1,175.85,566,175.85,purchased,,de53649541ad2006de823720ad65ca77,,
610d3e47ad4921adc40aa9fd6bbeeaa5,olist_merchant_001,1,112.98,14,112.98,purchased,,610d3e47ad4921adc40aa9fd6bbeeaa5,,
1da2a3343d3e10a969375849ac5b7f1f,olist_merchant_001,1,38.37,124,38.37,purchased,,1da2a3343d3e10a969375849ac5b7f1f,,
3321a75303831a580b0973bbf54900da,olist_merchant_001,1,409.5,155,409.5,purchased,,3321a75303831a580b0973bbf54900da,,
7a78c6e53163e36c68d2f22f5909b0eb,olist_merchant_001,1,858.31,111,858.31,purchased,,7a78c6e53163e36c68d2f22f5909b0eb,,
629fb99609e4613c746af4eaa455c91a,olist_merchant_001,1,26.29,104,26.29,purchased,,629fb99609e4613c746af4eaa455c91a,,
a296df1cf7557b871094bda3d269972e,olist_merchant_001,1,56.62,346,56.62,purchased,,a296df1cf7557b871094bda3d269972e,,
237c219a24b6a3183a216a5ca00f6edf,olist_merchant_001,1,198.03,409,198.03,purchased,,237c219a24b6a3183a216a5ca00f6edf,,
49d79c76cf12065b7a08103cdba3e1b8,olist_merchant_001,1,183.79,291,183.79,purchased,,49d79c76cf12065b7a08103cdba3e1b8,,
59150cde6405fb8f31f6dd1882d15754,olist_merchant_001,1,96.8,386,96.8,purchased,,59150cde6405fb8f31f6dd1882d15754,,
a05262e3e3de722e0a42cfa3b48e622c,olist_merchant_001,1,698.45,83,698.45,purchased,,a05262e3e3de722e0a42cfa3b48e622c,,
f62f269f9ce7c41d20a90f70df873f42,olist_merchant_001,1,780.16,104,780.16,purchased,,f62f269f9ce7c41d20a90f70df873f42,,
6e4188c01246d30b20d17a1ed42094fe,olist_merchant_001,1,126.47,131,126.47,purchased,,6e4188c01246d30b20d17a1ed42094fe,,
8377420a8b3549f6f40dca93815ee602,olist_merchant_001,1,159.14,463,159.14,purchased,,8377420a8b3549f6f40dca93815ee602,,
43676e9993577d1991036ea6720213de,olist_merchant_001,1,137.01,81,137.01,purchased,,43676e9993577d1991036ea6720213de,,
8dc17b53543ee0ff19970896cfc6c750,olist_merchant_001,1,118.17,235,118.17,purchased,,8dc17b53543ee0ff19970896cfc6c750,,
dc643b60537f44f35b2f91610ea64153,olist_merchant_001,1,31.22,25,31.22,purchased,,dc643b60537f44f35b2f91610ea64153,,
f1a7919983d547880b4111fd4f77c74d,olist_merchant_001,1,65.39,143,65.39,purchased,,f1a7919983d547880b4111fd4f77c74d,,
fd3c867c2bcd048675609cf2b0f1aedb,olist_merchant_001,1,307.18,88,307.18,purchased,,fd3c867c2bcd048675609cf2b0f1aedb,,
05292bc3f6db7fd79133285a32a82d53,olist_merchant_001,1,1221.39,169,1221.39,purchased,,05292bc3f6db7fd79133285a32a82d53,,
7530369a1ddf13882910895b0559423d,olist_merchant_001,1,1930.34,35,1930.34,purchased,,7530369a1ddf13882910895b0559423d,,
a43149b43ab4253753f89fb6909d1371,olist_merchant_001,1,31.77,194,31.77,purchased,,a43149b43ab4253753f89fb6909d1371,,
c230d0a507ccf302b339305e2acf3376,olist_merchant_001,1,1058.1,455,1058.1,purchased,,c230d0a507ccf302b339305e2acf3376,,
58e1140fb8f15f1a010d01a34bfbf77d,olist_merchant_001,1,169.71,202,169.71,purchased,,58e1140fb8f15f1a010d01a34bfbf77d,,
9316f45a5da8403a5938bd6069b1a4a7,olist_merchant_001,1,78.28,85,78.28,purchased,,9316f45a5da8403a5938bd6069b1a4a7,,
1605a6c5d93d3488fb621c5323930795,olist_merchant_001,2,614.72,526,307.36,purchased,,1605a6c5d93d3488fb621c5323930795,,
25775ec7ac8aff278f093e8614bb3331,olist_merchant_001,1,163.58,11,163.58,purchased,,25775ec7ac8aff278f093e8614bb3331,,
317a5bc8cf58c4401e221c74d7a51982,olist_merchant_001,1,63.61,260,63.61,purchased,,317a5bc8cf58c4401e221c74d7a51982,,
95363f351776a3f8a43145c79a046053,olist_merchant_001,1,105.37,259,105.37,purchased,,95363f351776a3f8a43145c79a046053,,
ed62ab8aab76f4d4efc4344ba5ef3a6d,olist_merchant_001,1,110.33,56,110.33,purchased,,ed62ab8aab76f4d4efc4344ba5ef3a6d,,
f8f338d24407d8c6da17ada8bf6eb613,olist_merchant_001,1,962.41,92,962.41,purchased,,f8f338d24407d8c6da17ada8bf6eb613,,
ce900bc17b3e45ec05956db418d86207,olist_merchant_001,1,33.92,23,33.92,purchased,,ce900bc17b3e45ec05956db418d86207,,
